task_id,source_task_id,machine_type,machine_model,task_type,operator_skill_level,operator_experience_years,material_type,material_density,target_quantity,terrain_type,terrain_slope_percent,soil_moisture,weather_condition,temperature_c,rainfall_mm,visibility_m,distance_m,machine_age_years,idle_ratio,average_engine_load,average_rpm,estimated_duration_min,actual_duration_min
TH00113,,DOZER,DZ-986D2,Hauling,EXPERT,18.2,TOPSOIL,1.3,775.2,FLAT,3.0,13.5,RAINY,19.9,4.6,,358.0,13.6,0.091,34.2,1787.0,458.3,721.0
TH00114,T00114,EXCAVATOR,EX-226D2,Material Loading,EXPERT,20.5,CRUSHED_STONE,1.7,2245.3,MOUNTAINOUS,18.7,12.4,SUNNY,23.0,0.0,8290.0,821.0,1.1,0.114,76.3,1280.0,465.1,625.0
TH00115,T00115,EXCAVATOR,EX-226XE,Earth Excavation,INTERMEDIATE,3.9,CRUSHED_STONE,1.7,407.4,FLAT,0.4,3.6,SUNNY,26.4,0.0,9873.0,2724.0,13.8,0.085,48.0,1624.0,121.4,111.0
TH00116,,WHEEL_LOADER,WL-390D2,Material Loading,INTERMEDIATE,6.8,TOPSOIL,1.3,106.3,ROLLING,7.5,23.0,SUNNY,20.9,0.0,9864.0,1236.0,14.3,0.022,51.1,1571.0,25.7,24.6
TH00117,T00117,BACKHOE_LOADER,BL-390D2,Material Loading,INTERMEDIATE,5.5,CLAY,1.6,2039.8,UNEVEN,2.8,13.3,FOG,27.7,0.4,85.0,2413.0,4.2,0.137,67.3,2243.0,775.5,1373.9
TH00118,,WHEEL_LOADER,WL-390,Grading,INTERMEDIATE,6.4,ASPHALT_MILLINGS,1.4,5988.3,UNEVEN,0.0,34.7,RAINY,26.1,13.2,1533.0,132.0,9.6,0.236,52.6,1551.0,445.7,633.2
TH00119,,DOZER,DZ-972,Material Stockpiling,BEGINNER,0.6,CLAY,1.6,206.4,UNEVEN,0.0,40.5,RAINY,25.2,13.4,717.0,637.0,2.3,0.275,51.5,1436.0,58.4,116.7
TH00120,,BACKHOE_LOADER,BL-986D,Material Loading,INTERMEDIATE,7.1,GRAVEL,1.8,176.7,FLAT,0.0,29.8,RAINY,27.0,12.1,1865.0,2519.0,12.0,0.134,44.8,2195.0,67.9,99.0
TH00121,,DOZER,DZ-349D,Road Preparation,BEGINNER,1.4,CRUSHED_STONE,1.7,5666.2,ROLLING,9.5,11.9,CLOUDY,18.4,0.0,4798.0,3477.0,10.1,0.271,40.5,1548.0,540.3,646.9
TH00122,,MOTOR_GRADER,MG-390D2,Road Preparation,INTERMEDIATE,2.7,SAND,1.5,2486.0,FLAT,2.2,9.7,CLOUDY,23.4,0.0,6358.0,1144.0,8.3,0.096,66.8,1590.0,187.1,203.7
TH00123,T00123,BACKHOE_LOADER,BL-986GC,Trenching,BEGINNER,1.4,ASPHALT_MILLINGS,1.4,541.8,ROLLING,8.1,10.6,WINDY,25.8,0.0,5820.0,314.0,10.6,0.162,37.2,1489.0,426.5,551.6
TH00124,,MOTOR_GRADER,MG-986D2,Road Preparation,BEGINNER,0.6,TOPSOIL,1.3,1282.8,HILLY,19.0,20.8,RAINY,30.0,13.9,1625.0,1887.0,11.1,0.211,83.8,1218.0,127.4,250.1
TH00125,,DOZER,DZ-972,Road Preparation,INTERMEDIATE,2.7,CLAY,1.6,1304.0,UNEVEN,0.0,3.0,SUNNY,13.7,0.0,9294.0,1116.0,2.3,0.169,38.5,1625.0,100.7,87.6
TH00126,,WHEEL_LOADER,WL-140XE,Material Loading,INTERMEDIATE,6.8,GRAVEL,1.8,2356.4,UNEVEN,0.0,3.8,CLOUDY,15.5,0.0,6929.0,2099.0,8.1,0.01,56.4,1556.0,564.6,548.6
TH00127,,BACKHOE_LOADER,BL-986GC,Trenching,INTERMEDIATE,6.7,CRUSHED_STONE,1.7,331.3,MOUNTAINOUS,12.2,32.0,RAINY,27.1,9.1,1827.0,1791.0,7.3,0.107,36.8,1634.0,187.3,305.0
TH00128,,BACKHOE_LOADER,BL-986D,Trenching,BEGINNER,0.5,TOPSOIL,1.3,338.5,FLAT,4.7,37.5,RAINY,29.8,12.2,387.0,3212.0,12.0,0.13,63.1,1373.0,270.0,457.1
TH00129,T00129,EXCAVATOR,EX-226D2,Trenching,EXPERT,11.3,ROCK_FILL,2.2,286.0,MOUNTAINOUS,18.7,15.1,FOG,30.0,0.2,96.0,113.0,1.1,0.137,62.5,1779.0,140.2,300.2
TH00130,,EXCAVATOR,EX-220XE,Trenching,BEGINNER,1.5,ROCK_FILL,2.2,259.2,ROLLING,6.0,7.8,CLOUDY,20.6,0.0,6073.0,1121.0,10.9,0.155,51.0,1381.0,198.3,265.1
TH00131,,WHEEL_LOADER,WL-336,Material Stockpiling,EXPERT,12.7,ROCK_FILL,2.2,421.8,ROLLING,11.9,20.6,RAINY,9.9,2.8,1766.0,1561.0,7.7,0.047,70.9,1488.0,75.8,139.8
TH00132,,DOZER,DZ-160GC,Material Stockpiling,EXPERT,22.8,GRAVEL,1.8,337.5,MOUNTAINOUS,16.7,20.1,SUNNY,28.0,0.0,8625.0,97.0,14.4,0.079,85.1,1518.0,63.2,80.0
TH00133,,WHEEL_LOADER,WL-986,Material Stockpiling,BEGINNER,0.5,SAND,1.5,457.7,MOUNTAINOUS,14.6,13.9,SUNNY,34.8,0.0,9563.0,3418.0,11.8,0.2,81.5,1543.0,128.2,264.2
TH00134,T00134,ARTICULATED_HAULER,AH-120D2,Trenching,INTERMEDIATE,5.1,ROCK_FILL,2.2,271.3,UNEVEN,2.8,18.3,SUNNY,30.6,0.0,8606.0,882.0,2.8,0.146,49.6,1487.0,318.0,334.0
TH00135,T00135,ARTICULATED_HAULER,AH-336,Hauling,EXPERT,15.9,TOPSOIL,1.3,1118.6,UNEVEN,0.8,10.8,SUNNY,25.8,0.0,9785.0,923.0,8.5,0.108,60.0,1567.0,334.9,373.2
TH00136,T00136,DOZER,DZ-349D,Road Preparation,INTERMEDIATE,7.7,CRUSHED_STONE,1.7,535.3,ROLLING,6.7,32.3,RAINY,18.8,10.6,1664.0,1897.0,10.1,0.19,71.4,1824.0,37.9,69.1
TH00137,,COMPACTOR,CP-950,Road Preparation,BEGINNER,1.8,ROCK_FILL,2.2,2098.4,ROLLING,4.3,21.1,CLOUDY,24.1,0.0,6839.0,362.0,3.4,0.222,10.7,2044.0,188.2,199.9
TH00138,T00138,ARTICULATED_HAULER,AH-336,Road Preparation,INTERMEDIATE,7.6,ROCK_FILL,2.2,3970.5,UNEVEN,0.8,20.7,CLOUDY,16.4,0.0,5308.0,3122.0,8.5,0.145,58.3,1407.0,618.5,727.7
TH00139,,MOTOR_GRADER,MG-986D2,Grading,INTERMEDIATE,4.6,ROCK_FILL,2.2,5116.4,HILLY,12.3,11.7,SUNNY,32.5,0.0,5917.0,641.0,11.1,0.169,78.1,1180.0,246.5,298.6
TH00140,T00140,WHEEL_LOADER,WL-986,Material Loading,INTERMEDIATE,2.7,CLAY,1.6,128.2,MOUNTAINOUS,18.7,13.7,CLOUDY,38.2,0.0,5163.0,1962.0,11.8,0.138,80.4,1763.0,32.4,47.0
TH00141,T00141,DOZER,DZ-349D,Earth Excavation,INTERMEDIATE,6.4,ASPHALT_MILLINGS,1.4,1296.1,ROLLING,6.7,13.0,SUNNY,22.1,0.0,7475.0,1002.0,10.1,0.067,53.5,1716.0,599.5,622.2
TH00142,T00142,EXCAVATOR,EX-390D2,Material Stockpiling,INTERMEDIATE,2.1,ROCK_FILL,2.2,383.4,FLAT,3.0,17.1,CLOUDY,34.2,0.0,6870.0,108.0,14.3,0.129,72.9,1624.0,130.9,139.9
TH00143,,COMPACTOR,CP-986D2,Material Stockpiling,INTERMEDIATE,2.7,ROCK_FILL,2.2,1877.1,ROLLING,9.2,16.7,SUNNY,18.8,0.0,7998.0,3115.0,8.3,0.128,51.3,1668.0,784.9,1612.3
TH00144,T00144,COMPACTOR,CP-950,Soil Compaction,BEGINNER,2.0,CRUSHED_STONE,1.7,4182.5,ROLLING,5.5,25.9,RAINY,26.8,10.1,1181.0,1066.0,3.4,0.156,48.8,1642.0,200.2,280.8
TH00145,,BACKHOE_LOADER,BL-390,Trenching,BEGINNER,1.5,ROCK_FILL,2.2,413.2,FLAT,1.8,3.0,SUNNY,20.0,0.0,5774.0,1327.0,10.5,0.306,71.9,1360.0,302.1,420.5
TH00146,,WHEEL_LOADER,WL-390D2,Material Loading,BEGINNER,1.8,ASPHALT_MILLINGS,1.4,875.6,ROLLING,7.0,7.5,CLOUDY,11.4,0.0,7018.0,3125.0,14.3,0.319,52.1,2171.0,259.1,415.3
TH00147,,COMPACTOR,CP-986D2,Soil Compaction,INTERMEDIATE,6.8,ROCK_FILL,2.2,4354.3,ROLLING,5.9,25.0,RAINY,34.7,4.2,1200.0,376.0,8.3,0.042,45.9,1681.0,156.3,246.2
TH00148,T00148,BACKHOE_LOADER,BL-220GC,Trenching,INTERMEDIATE,3.9,TOPSOIL,1.3,307.8,UNEVEN,0.0,16.6,SUNNY,15.4,0.0,9243.0,90.0,3.0,0.13,27.6,1617.0,181.3,161.3
TH00149,,DOZER,DZ-972,Material Stockpiling,EXPERT,14.9,TOPSOIL,1.3,1865.5,UNEVEN,1.6,19.2,SUNNY,31.5,0.0,8622.0,969.0,2.3,0.084,,1468.0,347.8,341.7
TH00150,,WHEEL_LOADER,WL-986,Demolition,INTERMEDIATE,7.7,TOPSOIL,1.3,341.6,MOUNTAINOUS,16.7,8.3,RAINY,15.1,1.6,558.0,2457.0,11.8,0.026,67.9,1731.0,281.8,534.7
TH00151,,MOTOR_GRADER,MG-336GC,Grading,EXPERT,7.3,TOPSOIL,1.3,4091.5,FLAT,3.7,17.3,WINDY,22.5,0.0,8210.0,1440.0,10.0,0.01,100.0,2307.0,166.5,184.3
TH00152,,COMPACTOR,CP-986D2,Road Preparation,EXPERT,23.6,GRAVEL,1.8,4081.1,ROLLING,9.1,29.0,RAINY,20.5,4.1,1719.0,3433.0,8.3,0.118,44.1,1589.0,244.4,347.7
TH00153,T00153,DOZER,DZ-349D,Road Preparation,INTERMEDIATE,6.4,CRUSHED_STONE,1.7,2146.0,ROLLING,6.7,23.0,FOG,19.8,0.5,300.0,1001.0,10.1,0.126,35.5,1566.0,159.9,253.8
TH00154,,EXCAVATOR,EX-950D2,Earth Excavation,BEGINNER,0.8,SAND,1.5,640.0,HILLY,11.2,16.5,SUNNY,27.1,0.0,7065.0,545.0,3.2,0.226,50.9,1425.0,245.6,284.5
TH00155,T00155,COMPACTOR,CP-986D2,Soil Compaction,BEGINNER,2.3,ROCK_FILL,2.2,3662.4,ROLLING,6.7,8.7,CLOUDY,28.9,0.0,8259.0,879.0,8.3,0.104,62.6,1991.0,171.1,207.8
TH00156,,COMPACTOR,CP-986D2,Hauling,BEGINNER,2.3,TOPSOIL,1.3,2251.3,ROLLING,4.4,3.0,SUNNY,34.7,0.0,6565.0,3038.0,8.3,0.237,30.1,1714.0,1843.2,3330.7
TH00157,T00157,EXCAVATOR,EX-972,Earth Excavation,EXPERT,23.6,TOPSOIL,1.3,1237.1,UNEVEN,0.2,4.8,CLOUDY,33.9,0.0,7216.0,2126.0,7.8,0.117,35.3,1387.0,303.4,337.0
TH00158,,WHEEL_LOADER,WL-140XE,Material Loading,BEGINNER,2.3,ASPHALT_MILLINGS,1.4,1307.5,UNEVEN,1.7,64.1,STORM,22.5,22.4,338.0,715.0,8.1,0.242,39.3,1559.0,397.9,1162.8
TH00159,T00159,MOTOR_GRADER,MG-986D2,Road Preparation,BEGINNER,0.8,SAND,1.5,705.7,HILLY,12.2,15.8,CLOUDY,29.7,0.0,8433.0,2277.0,11.1,0.312,74.4,1101.0,68.9,92.4
TH00160,T00160,MOTOR_GRADER,MG-986D2,Road Preparation,INTERMEDIATE,2.6,CLAY,1.6,394.9,HILLY,12.2,12.8,SUNNY,32.5,0.0,8461.0,2644.0,11.1,0.138,69.2,1391.0,30.3,43.6
TH00161,,EXCAVATOR,EX-320GC,Material Loading,INTERMEDIATE,7.7,CLAY,1.6,1582.8,MOUNTAINOUS,11.4,11.5,SUNNY,10.4,0.0,8532.0,174.0,5.3,0.022,78.0,2121.0,364.4,396.5
TH00162,T00162,EXCAVATOR,EX-950D2,Material Loading,EXPERT,23.6,TOPSOIL,1.3,1245.1,HILLY,12.2,33.7,RAINY,28.7,8.7,378.0,1637.0,3.2,0.192,47.3,1281.0,253.4,494.0
TH00163,,WHEEL_LOADER,WL-390D2,Material Stockpiling,INTERMEDIATE,7.1,SAND,1.5,1679.9,ROLLING,7.4,27.7,RAINY,,4.5,1569.0,1858.0,14.3,0.258,23.6,1013.0,350.5,749.2
TH00164,,DOZER,DZ-160GC,Road Preparation,INTERMEDIATE,7.0,ASPHALT_MILLINGS,1.4,4330.5,MOUNTAINOUS,17.9,6.7,CLOUDY,29.9,0.0,8646.0,3202.0,14.4,0.158,68.2,999.0,311.9,430.9
TH00165,,EXCAVATOR,EX-336XE,Trenching,BEGINNER,0.5,CLAY,1.6,64.5,UNEVEN,2.5,12.0,RAINY,28.7,2.1,1689.0,2366.0,4.7,0.208,55.8,1617.0,49.9,73.4
TH00166,T00166,MOTOR_GRADER,MG-336GC,Grading,INTERMEDIATE,2.7,GRAVEL,1.8,329.0,FLAT,3.0,30.7,RAINY,29.2,8.1,1070.0,2945.0,10.0,0.094,80.4,1796.0,16.7,27.6
TH00167,,WHEEL_LOADER,WL-390,Material Loading,INTERMEDIATE,7.6,CLAY,1.6,1485.3,UNEVEN,0.0,16.1,CLOUDY,18.7,0.0,3980.0,2591.0,9.6,0.089,52.4,1364.0,354.4,355.8
TH00168,T00168,COMPACTOR,CP-986D2,Road Preparation,INTERMEDIATE,6.7,CLAY,1.6,4525.5,ROLLING,6.7,12.9,FOG,21.8,0.7,47.0,2507.0,8.3,0.18,39.6,1600.0,335.7,572.7
TH00169,T00169,DOZER,DZ-950D,Soil Compaction,INTERMEDIATE,7.0,GRAVEL,1.8,3943.3,MOUNTAINOUS,11.8,16.0,SUNNY,19.7,0.0,9202.0,1529.0,1.6,0.174,41.2,1688.0,262.3,343.5
TH00170,T00170,WHEEL_LOADER,WL-140XE,Material Stockpiling,EXPERT,23.4,ROCK_FILL,2.2,875.8,UNEVEN,0.0,13.1,CLOUDY,28.7,0.0,9476.0,3453.0,8.1,0.098,63.9,1727.0,152.3,330.3
TH00171,,WHEEL_LOADER,WL-972XE,Material Loading,INTERMEDIATE,7.1,SAND,1.5,2166.8,FLAT,0.0,15.7,CLOUDY,30.6,0.0,5693.0,3029.0,14.4,0.141,82.4,1940.0,520.9,599.4
TH00172,,DOZER,DZ-160GC,Material Stockpiling,BEGINNER,1.5,CLAY,1.6,456.3,MOUNTAINOUS,16.3,28.6,SUNNY,27.2,0.0,5068.0,1966.0,14.4,0.183,27.9,1504.0,128.9,198.8
TH00173,,EXCAVATOR,EX-226D2,Grading,BEGINNER,0.8,ASPHALT_MILLINGS,1.4,5201.6,MOUNTAINOUS,26.1,36.9,RAINY,25.7,10.8,677.0,3155.0,1.1,0.184,67.7,1849.0,565.1,1306.9
TH00174,,DOZER,DZ-950D,Road Preparation,BEGINNER,0.5,ROCK_FILL,2.2,1715.0,MOUNTAINOUS,13.2,14.1,FOG,8.6,0.2,177.0,907.0,1.6,0.365,47.0,1803.0,166.8,416.7
TH00175,,BACKHOE_LOADER,BL-986GC,Trenching,INTERMEDIATE,7.0,TOPSOIL,1.3,361.0,ROLLING,9.1,12.3,CLOUDY,21.0,0.0,5249.0,2707.0,10.6,0.113,54.6,1148.0,204.6,229.6
TH00176,T00176,BACKHOE_LOADER,BL-390,Trenching,INTERMEDIATE,7.7,GRAVEL,1.8,194.3,FLAT,2.7,4.3,CLOUDY,29.4,0.0,4375.0,1846.0,10.5,0.068,35.2,1707.0,110.6,129.8
TH00177,T00177,WHEEL_LOADER,WL-390,Earth Excavation,EXPERT,23.6,CRUSHED_STONE,1.7,251.8,UNEVEN,0.2,5.0,CLOUDY,14.2,0.0,5600.0,1810.0,9.6,0.119,74.1,1442.0,128.1,135.2
TH00178,T00178,EXCAVATOR,EX-226D2,Demolition,BEGINNER,0.8,ASPHALT_MILLINGS,1.4,287.4,MOUNTAINOUS,18.7,9.7,SUNNY,26.5,0.0,7825.0,2791.0,1.1,0.203,65.1,1520.0,158.2,187.9
TH00179,,WHEEL_LOADER,WL-986,Material Stockpiling,EXPERT,15.9,ASPHALT_MILLINGS,1.4,266.9,MOUNTAINOUS,17.4,17.4,SUNNY,21.6,0.0,9339.0,1182.0,11.8,0.124,65.9,1335.0,47.6,69.4
TH00180,,ARTICULATED_HAULER,AH-120D2,Material Stockpiling,EXPERT,12.7,TOPSOIL,1.3,701.1,UNEVEN,5.3,20.1,CLOUDY,26.2,0.0,7995.0,2356.0,2.8,0.01,32.5,1912.0,215.1,247.4
TH00181,T00181,MOTOR_GRADER,MG-220D2,Grading,INTERMEDIATE,7.1,CLAY,1.6,2076.9,UNEVEN,0.8,15.6,SUNNY,18.4,0.0,9336.0,2373.0,1.2,0.211,56.9,1904.0,99.2,84.1
TH00182,T00182,MOTOR_GRADER,MG-220D2,Material Loading,BEGINNER,1.8,CLAY,1.6,589.0,UNEVEN,0.8,14.0,SUNNY,9.0,0.0,8321.0,348.0,1.2,0.238,54.0,1491.0,393.4,470.9
TH00183,T00183,ARTICULATED_HAULER,AH-336,Hauling,EXPERT,11.3,SAND,1.5,1978.8,UNEVEN,0.8,4.4,CLOUDY,14.2,0.0,7028.0,1742.0,8.5,0.137,75.7,1696.0,595.6,788.0
TH00184,,MOTOR_GRADER,MG-390D2,Grading,INTERMEDIATE,3.9,CRUSHED_STONE,1.7,5637.1,FLAT,4.4,23.4,WINDY,6.6,0.0,7193.0,332.0,8.3,0.168,62.7,1635.0,281.7,357.4
TH00185,T00185,MOTOR_GRADER,MG-220D2,Trenching,EXPERT,22.8,TOPSOIL,1.3,413.9,UNEVEN,0.8,11.7,CLOUDY,34.9,0.0,4060.0,610.0,1.2,0.148,,1778.0,341.8,329.6
TH00186,,EXCAVATOR,EX-972,Demolition,INTERMEDIATE,7.7,ASPHALT_MILLINGS,1.4,907.6,UNEVEN,1.5,26.0,CLOUDY,18.4,0.0,7625.0,2746.0,7.8,0.018,66.7,1858.0,353.2,357.7
TH00187,T00187,BACKHOE_LOADER,BL-986GC,Trenching,EXPERT,18.2,ASPHALT_MILLINGS,1.4,273.5,MOUNTAINOUS,11.8,22.9,CLOUDY,23.9,0.0,6967.0,550.0,7.3,0.204,87.7,1632.0,133.7,158.8
TH00188,,BACKHOE_LOADER,BL-986GC,Hauling,INTERMEDIATE,3.0,ROCK_FILL,2.2,1269.8,ROLLING,8.1,18.8,CLOUDY,35.0,0.0,7583.0,2358.0,10.6,0.122,64.2,1002.0,740.0,1105.8
TH00189,,ARTICULATED_HAULER,AH-120D2,Hauling,EXPERT,15.9,TOPSOIL,1.3,1332.1,UNEVEN,0.0,18.6,CLOUDY,24.6,0.0,3759.0,1898.0,2.8,0.101,46.5,1672.0,390.2,467.6
TH00190,,ARTICULATED_HAULER,AH-120D2,Hauling,INTERMEDIATE,7.6,CLAY,1.6,1752.5,UNEVEN,0.0,17.4,SUNNY,28.0,0.0,5824.0,2275.0,2.8,0.133,41.4,1693.0,583.3,745.0
TH00191,T00191,EXCAVATOR,EX-320GC,Earth Excavation,EXPERT,19.9,CRUSHED_STONE,1.7,569.5,MOUNTAINOUS,11.8,11.2,SUNNY,23.6,0.0,5940.0,3228.0,5.3,0.197,67.5,1405.0,144.1,179.9
TH00192,,DOZER,DZ-972,Road Preparation,EXPERT,23.6,TOPSOIL,1.3,3976.6,UNEVEN,0.0,16.2,SUNNY,19.9,0.0,9191.0,1014.0,2.3,0.147,58.9,1285.0,243.7,254.0
TH00193,,ARTICULATED_HAULER,AH-226D,Demolition,EXPERT,23.4,ROCK_FILL,2.2,179.7,ROLLING,9.5,3.0,SUNNY,31.4,0.0,7089.0,3452.0,2.4,0.121,72.1,1508.0,116.2,135.7
TH00194,T00194,BACKHOE_LOADER,BL-390,Trenching,INTERMEDIATE,6.8,CLAY,1.6,496.2,FLAT,2.7,10.8,CLOUDY,,0.0,9736.0,1036.0,10.5,0.075,75.1,1226.0,286.8,306.9
TH00195,,MOTOR_GRADER,MG-336GC,Grading,INTERMEDIATE,4.4,SAND,1.5,5330.8,FLAT,5.0,5.3,CLOUDY,26.7,0.0,8338.0,706.0,10.0,0.291,72.1,1669.0,248.3,389.7
TH00196,,ARTICULATED_HAULER,AH-349D,Hauling,EXPERT,14.9,ROCK_FILL,2.2,2122.8,ROLLING,9.0,35.7,RAINY,18.2,11.6,1193.0,3419.0,0.8,0.074,74.9,1577.0,642.3,1823.0
TH00197,,MOTOR_GRADER,MG-220D2,Material Stockpiling,BEGINNER,0.5,TOPSOIL,1.3,549.2,UNEVEN,2.5,18.0,SUNNY,23.7,0.0,8439.0,2215.0,1.2,0.247,53.2,1411.0,271.5,400.5
TH00198,T00198,EXCAVATOR,EX-226XE,Soil Compaction,INTERMEDIATE,7.7,SAND,1.5,2356.2,FLAT,0.4,6.8,SUNNY,17.0,0.0,5904.0,2159.0,13.8,0.015,52.1,1806.0,147.3,120.3
TH00199,T00199,BACKHOE_LOADER,BL-390,Material Loading,INTERMEDIATE,6.8,ROCK_FILL,2.2,263.9,FLAT,2.7,17.8,STORM,33.0,8.6,279.0,96.0,10.5,0.044,74.0,1844.0,132.3,301.6
TH00200,,MOTOR_GRADER,MG-220D2,Road Preparation,EXPERT,17.3,CLAY,1.6,4100.5,UNEVEN,0.0,36.0,RAINY,35.1,12.8,1670.0,1042.0,1.2,0.163,82.2,1542.0,257.6,379.2
TH00201,,WHEEL_LOADER,WL-336,Material Stockpiling,EXPERT,20.5,TOPSOIL,1.3,1181.4,ROLLING,8.3,45.0,RAINY,,14.8,559.0,2793.0,7.7,0.148,28.1,1368.0,219.0,616.3
TH00202,,BACKHOE_LOADER,BL-220GC,Trenching,INTERMEDIATE,2.6,CRUSHED_STONE,1.7,96.5,UNEVEN,0.1,12.4,WINDY,28.5,0.0,6257.0,3368.0,3.0,0.209,76.5,1852.0,58.4,71.6
TH00203,,DOZER,DZ-986GC,Demolition,INTERMEDIATE,5.8,CRUSHED_STONE,1.7,1387.8,FLAT,2.5,15.6,SUNNY,12.3,0.0,8068.0,231.0,12.0,0.084,37.6,1790.0,564.8,532.5
TH00204,T00204,EXCAVATOR,EX-226D2,Material Loading,INTERMEDIATE,3.9,GRAVEL,1.8,251.4,MOUNTAINOUS,18.7,21.7,CLOUDY,13.5,0.0,5481.0,1391.0,1.1,0.201,48.9,1099.0,58.4,84.0
TH00205,,COMPACTOR,CP-986D2,Road Preparation,EXPERT,19.9,ASPHALT_MILLINGS,1.4,4327.7,ROLLING,8.9,7.7,SUNNY,20.2,0.0,8986.0,1064.0,8.3,0.082,61.3,1458.0,274.6,296.2
TH00206,,WHEEL_LOADER,WL-390D2,Material Stockpiling,EXPERT,22.8,ASPHALT_MILLINGS,1.4,741.6,ROLLING,11.0,8.1,SUNNY,21.3,0.0,9842.0,2396.0,14.3,0.035,44.6,1936.0,134.0,228.5
TH00207,,WHEEL_LOADER,WL-972XE,Demolition,EXPERT,19.9,TOPSOIL,1.3,1254.4,FLAT,0.0,22.1,SUNNY,9.0,0.0,8759.0,1952.0,14.4,0.086,74.3,1487.0,801.8,844.7
TH00208,,BACKHOE_LOADER,BL-986D,Road Preparation,INTERMEDIATE,3.0,GRAVEL,1.8,3827.1,FLAT,4.7,41.5,RAINY,16.4,14.0,1897.0,634.0,12.0,0.101,46.9,1522.0,474.3,677.9
TH00209,,EXCAVATOR,EX-140GC,Material Loading,BEGINNER,1.8,ASPHALT_MILLINGS,1.4,1119.8,UNEVEN,0.0,14.6,CLOUDY,29.1,0.0,3389.0,2089.0,5.6,0.229,44.5,2307.0,348.7,361.1
TH00210,,MOTOR_GRADER,MG-160D,Road Preparation,INTERMEDIATE,7.6,TOPSOIL,1.3,745.4,UNEVEN,0.0,8.4,WINDY,19.9,0.0,5270.0,706.0,7.7,0.213,68.0,2296.0,52.0,74.9
TH00211,T00211,BACKHOE_LOADER,BL-390,Trenching,INTERMEDIATE,5.0,ASPHALT_MILLINGS,1.4,90.8,FLAT,2.7,5.9,FOG,21.5,0.6,164.0,2076.0,10.5,0.027,54.8,1325.0,52.9,71.8
TH00212,,MOTOR_GRADER,MG-336GC,Grading,INTERMEDIATE,6.7,CLAY,1.6,4523.2,FLAT,3.3,12.7,SUNNY,29.3,0.0,7254.0,2185.0,10.0,0.01,70.0,1254.0,209.1,177.7
TH00213,,COMPACTOR,CP-986D2,Material Stockpiling,INTERMEDIATE,4.4,ROCK_FILL,2.2,1954.5,ROLLING,5.1,32.0,STORM,4.0,9.1,210.0,1267.0,8.3,0.223,55.4,1786.0,653.4,2174.8
TH00214,,EXCAVATOR,EX-972,Earth Excavation,EXPERT,23.4,TOPSOIL,1.3,448.6,UNEVEN,2.0,38.0,RAINY,27.5,13.7,1123.0,1961.0,7.8,0.063,62.4,1233.0,111.2,145.9
TH00215,T00215,WHEEL_LOADER,WL-140XE,Material Loading,BEGINNER,1.0,SAND,1.5,1124.4,UNEVEN,0.0,33.4,STORM,36.9,11.2,291.0,3180.0,8.1,0.155,71.9,1200.0,342.6,865.1
TH00216,,DOZER,DZ-986GC,Demolition,INTERMEDIATE,7.0,CRUSHED_STONE,1.7,1211.3,FLAT,1.7,12.4,SUNNY,21.5,0.0,9998.0,972.0,12.0,0.122,33.6,1315.0,463.0,549.3
TH00217,T00217,EXCAVATOR,EX-320GC,Earth Excavation,INTERMEDIATE,4.6,CRUSHED_STONE,1.7,95.9,MOUNTAINOUS,11.8,10.5,CLOUDY,16.7,0.0,5447.0,2532.0,5.3,0.193,71.3,1049.0,27.4,38.3
TH00218,T00218,BACKHOE_LOADER,BL-390,Trenching,BEGINNER,1.4,ASPHALT_MILLINGS,1.4,114.4,FLAT,2.7,11.7,SUNNY,32.9,0.0,8661.0,1979.0,10.5,0.257,64.8,1520.0,86.0,111.4
TH00219,,EXCAVATOR,EX-336XE,Trenching,INTERMEDIATE,4.6,ROCK_FILL,2.2,89.5,UNEVEN,0.0,21.2,CLOUDY,41.8,0.0,5802.0,473.0,4.7,0.16,60.5,1565.0,50.4,61.1
TH00220,,COMPACTOR,CP-986D2,Soil Compaction,INTERMEDIATE,5.1,TOPSOIL,1.3,4123.1,ROLLING,4.9,3.0,SUNNY,29.9,0.0,8688.0,1911.0,8.3,0.122,54.5,2182.0,152.7,152.4
TH00221,T00221,WHEEL_LOADER,WL-140XE,Material Loading,INTERMEDIATE,5.5,SAND,1.5,770.6,UNEVEN,0.0,7.5,WINDY,26.2,0.0,7380.0,3355.0,8.1,0.264,30.6,1329.0,186.2,196.4
TH00222,,ARTICULATED_HAULER,AH-120D2,Earth Excavation,EXPERT,15.9,TOPSOIL,1.3,116.2,UNEVEN,4.1,12.0,RAINY,23.5,6.5,1378.0,1864.0,2.8,0.145,49.1,1774.0,47.5,76.8
TH00223,T00223,WHEEL_LOADER,WL-336,Material Stockpiling,BEGINNER,1.5,ASPHALT_MILLINGS,1.4,1320.7,ROLLING,8.1,4.6,SUNNY,39.1,0.0,4317.0,3431.0,7.7,0.284,64.9,1552.0,372.5,740.2
TH00224,,ARTICULATED_HAULER,AH-226D,Hauling,EXPERT,17.3,ASPHALT_MILLINGS,1.4,737.9,ROLLING,7.3,51.8,STORM,14.5,19.1,,1682.0,2.4,0.205,28.4,1792.0,215.7,898.9
TH00225,,DOZER,DZ-986D2,Material Stockpiling,INTERMEDIATE,7.1,GRAVEL,1.8,2225.8,FLAT,7.2,18.1,WINDY,16.5,0.0,4389.0,1904.0,13.6,0.089,32.7,1786.0,477.9,684.0
