task_id,machine_id,operator_id,site_id,task_type,task_status,scheduled_start,scheduled_end,target_quantity,quantity_unit,estimated_duration_min,actual_duration_min,task_efficiency
T00754,M0023,OP0016,ST009,Trenching,CANCELLED,2025-07-12 06:43:00,2025-07-12 13:54:54,335.2,m,431.9,,
T00755,M0031,OP0037,ST002,Material Stockpiling,DELAYED,2025-08-04 06:13:00,2025-08-04 10:03:12,1138.8,tons,230.2,459.9,
T00756,M0023,OP0027,ST009,Material Loading,SCHEDULED,2025-05-07 14:09:00,2025-05-08 00:24:00,1976.4,tons,615.0,,
T00757,M0021,OP0054,ST014,Trenching,COMPLETED,2025-02-23 09:21:00,2025-02-23 20:58:06,530.2,m,697.1,724.7,0.962
T00758,M0037,OP0051,ST005,Material Loading,DELAYED,2025-07-21 08:54:00,2025-07-21 17:01:54,1404.8,tons,487.9,781.5,
T00759,M0031,OP0011,ST002,Demolition,COMPLETED,2025-06-26 12:02:00,2025-06-26 21:42:00,553.3,m3,580.0,1156.3,0.502
T00760,M0008,OP0020,ST008,Earth Excavation,COMPLETED,2025-05-06 14:02:00,2025-05-06 19:00:42,791.5,m3,298.7,416.2,0.718
T00761,M0002,OP0042,ST007,Material Loading,COMPLETED,2025-03-03 09:19:00,2025-03-03 18:01:54,2099.5,tons,522.9,611.8,0.855
T00762,M0028,OP0004,ST012,Earth Excavation,COMPLETED,2025-03-17 07:21:00,2025-03-17 09:46:00,597.3,m3,145.0,166.2,0.872
T00763,M0016,OP0002,ST006,Road Preparation,COMPLETED,2025-02-19 08:09:00,2025-02-19 09:27:54,1318.6,m2,78.9,125.4,0.629
T00764,M0025,OP0017,ST011,Road Preparation,IN_PROGRESS,2025-04-06 14:32:00,2025-04-06 23:41:12,4740.5,m2,549.2,343.7,
T00765,M0035,OP0008,ST013,Hauling,COMPLETED,2025-05-05 14:06:00,2025-05-07 01:24:30,2356.6,tons,2118.5,5338.6,0.397
T00766,M0038,OP0026,ST004,Road Preparation,DELAYED,2025-06-13 10:43:00,2025-06-13 16:48:30,4707.2,m2,365.5,495.0,
T00767,M0025,OP0050,ST011,Material Stockpiling,CANCELLED,2025-08-21 09:50:00,2025-08-21 12:23:24,833.6,tons,153.4,,
T00768,M0036,OP0012,ST006,Demolition,CANCELLED,2025-03-05 11:10:00,2025-03-05 13:09:12,301.3,m3,119.2,,
T00769,M0042,OP0048,ST011,Material Stockpiling,COMPLETED,2025-09-01 10:24:00,2025-09-01 14:28:00,1127.4,tons,244.0,379.5,0.643
T00770,M0026,OP0055,ST015,Road Preparation,SCHEDULED,2025-01-30 08:29:00,2025-01-30 09:56:42,1208.9,m2,87.7,,
T00771,M0017,OP0026,ST015,Hauling,COMPLETED,2025-09-07 09:55:00,2025-09-07 12:05:24,192.8,tons,130.4,180.2,0.724
T00772,M0025,OP0046,ST011,Material Stockpiling,IN_PROGRESS,2025-03-23 06:04:00,2025-03-23 10:50:54,1050.6,tons,286.9,262.1,
T00773,M0015,OP0040,ST001,Material Loading,DELAYED,2025-03-27 11:37:00,2025-03-27 18:05:00,1628.6,tons,388.0,638.1,
T00774,M0033,OP0011,ST001,Grading,CANCELLED,2025-06-18 11:11:00,2025-06-18 14:19:00,3074.7,m2,188.0,,
T00775,M0038,OP0035,ST004,Material Stockpiling,COMPLETED,2025-04-07 14:34:00,2025-04-07 16:57:36,816.6,tons,143.6,495.2,0.29
T00776,M0035,OP0027,ST013,Road Preparation,CANCELLED,2025-07-09 11:37:00,2025-07-09 13:47:06,1436.3,m2,130.1,,
T00777,M0037,OP0016,ST005,Road Preparation,IN_PROGRESS,2025-07-08 09:02:00,2025-07-08 11:07:48,1354.4,m2,125.8,115.0,
T00778,M0032,OP0003,ST008,Earth Excavation,CANCELLED,2025-02-04 12:52:00,2025-02-04 14:12:36,138.9,m3,80.6,,
T00779,M0013,OP0049,ST007,Trenching,COMPLETED,2025-06-18 09:28:00,2025-06-18 10:05:00,58.2,m,37.0,40.5,0.914
T00780,M0017,OP0002,ST015,Road Preparation,IN_PROGRESS,2025-01-03 06:46:00,2025-01-03 12:18:54,5385.8,m2,332.9,232.0,
T00781,M0031,OP0039,ST002,Material Stockpiling,DELAYED,2025-01-13 13:37:00,2025-01-13 18:32:30,1389.9,tons,295.5,488.9,
T00782,M0008,OP0034,ST008,Earth Excavation,IN_PROGRESS,2025-03-13 10:22:00,2025-03-13 13:47:54,690.9,m3,205.9,138.4,
T00783,M0006,OP0004,ST010,Trenching,COMPLETED,2025-05-24 15:58:00,2025-05-24 17:25:24,170.2,m,87.4,83.1,1.052
T00784,M0002,OP0016,ST007,Demolition,COMPLETED,2025-07-06 08:59:00,2025-07-07 00:53:12,842.9,m3,954.2,983.4,0.97
T00785,M0034,OP0027,ST014,Road Preparation,CANCELLED,2025-08-24 11:56:00,2025-08-24 14:00:48,579.2,m2,124.8,,
T00786,M0017,OP0039,ST015,Trenching,IN_PROGRESS,2025-05-14 12:20:00,2025-05-14 22:46:18,514.8,m,626.3,148.9,
T00787,M0033,OP0040,ST001,Grading,COMPLETED,2025-08-08 12:18:00,2025-08-08 13:44:54,1778.9,m2,86.9,103.1,0.843
T00788,M0001,OP0005,ST007,Road Preparation,IN_PROGRESS,2025-03-09 12:22:00,2025-03-10 02:14:54,4424.3,m2,832.9,407.6,
T00789,M0007,OP0049,ST012,Soil Compaction,COMPLETED,2025-04-04 08:14:00,2025-04-04 11:10:48,4736.1,m2,176.8,210.4,0.84
T00790,M0018,OP0030,ST014,Earth Excavation,SCHEDULED,2025-08-29 12:23:00,2025-08-29 12:59:12,127.4,m3,36.2,,
T00791,M0035,OP0021,ST013,Soil Compaction,CANCELLED,2025-09-29 13:44:00,2025-09-29 20:18:42,5669.4,m2,394.7,,
T00792,M0001,OP0004,ST007,Earth Excavation,CANCELLED,2025-06-19 11:03:00,2025-06-19 13:06:36,513.3,m3,123.6,,
T00793,M0012,OP0032,ST002,Hauling,CANCELLED,2025-08-17 10:09:00,2025-08-17 11:55:48,370.3,tons,106.8,,
T00794,M0016,OP0006,ST006,Soil Compaction,SCHEDULED,2025-03-23 15:21:00,2025-03-23 17:53:24,5006.1,m2,152.4,,
T00795,M0009,OP0047,ST004,Trenching,COMPLETED,2025-01-20 15:18:00,2025-01-20 17:35:18,266.5,m,137.3,156.6,0.877
T00796,M0028,OP0014,ST012,Soil Compaction,COMPLETED,2025-09-18 15:57:00,2025-09-18 18:06:54,2485.6,m2,129.9,151.6,0.857
T00797,M0036,OP0009,ST006,Demolition,CANCELLED,2025-08-23 14:59:00,2025-08-24 01:33:12,1163.1,m3,634.2,,
T00798,M0018,OP0051,ST014,Earth Excavation,COMPLETED,2025-01-19 07:23:00,2025-01-19 09:35:18,549.2,m3,132.3,466.4,0.284
T00799,M0003,OP0012,ST013,Road Preparation,COMPLETED,2025-06-11 11:35:00,2025-06-11 14:29:12,2346.0,m2,174.2,172.5,1.01
T00800,M0023,OP0045,ST009,Material Loading,COMPLETED,2025-03-17 14:34:00,2025-03-18 00:19:00,1849.5,tons,585.0,553.3,1.057
T00801,M0008,OP0048,ST008,Material Loading,COMPLETED,2025-05-02 07:28:00,2025-05-02 13:01:00,1421.9,tons,333.0,394.3,0.845
T00802,M0011,OP0054,ST003,Grading,IN_PROGRESS,2025-09-07 12:01:00,2025-09-07 12:34:24,357.3,m2,33.4,8.8,
T00803,M0001,OP0055,ST007,Demolition,DELAYED,2025-02-24 08:23:00,2025-02-24 09:37:30,181.9,m3,74.5,73.6,
T00804,M0027,OP0044,ST015,Earth Excavation,COMPLETED,2025-01-27 11:36:00,2025-01-27 14:58:54,641.3,m3,202.9,259.7,0.781
T00805,M0002,OP0024,ST007,Material Stockpiling,DELAYED,2025-04-01 12:44:00,2025-04-01 13:16:24,183.4,tons,32.4,57.1,
T00806,M0039,OP0016,ST003,Material Loading,COMPLETED,2025-05-27 06:16:00,2025-05-27 10:08:48,738.0,tons,232.8,276.7,0.841
T00807,M0017,OP0020,ST015,Road Preparation,COMPLETED,2025-02-24 08:04:00,2025-02-24 13:22:42,3280.9,m2,318.7,377.1,0.845
T00808,M0029,OP0014,ST010,Road Preparation,COMPLETED,2025-05-26 12:14:00,2025-05-26 17:59:30,5621.8,m2,345.5,374.4,0.923
T00809,M0038,OP0024,ST004,Material Stockpiling,CANCELLED,2025-01-12 11:55:00,2025-01-12 17:41:54,1959.2,tons,346.9,,
T00810,M0017,OP0023,ST015,Road Preparation,DELAYED,2025-05-20 10:41:00,2025-05-20 19:40:06,5894.9,m2,539.1,573.4,
T00811,M0018,OP0010,ST014,Earth Excavation,CANCELLED,2025-09-07 09:33:00,2025-09-07 10:26:42,185.0,m3,53.7,,
T00812,M0025,OP0045,ST011,Material Loading,COMPLETED,2025-07-12 14:27:00,2025-07-13 01:01:36,2138.7,tons,634.6,804.9,0.788
T00813,M0029,OP0037,ST010,Material Stockpiling,COMPLETED,2025-08-22 14:28:00,2025-08-22 16:39:36,612.5,tons,131.6,159.4,0.826
T00814,M0024,OP0044,ST004,Material Stockpiling,COMPLETED,2025-08-04 08:48:00,2025-08-04 14:55:48,1611.5,tons,367.8,1135.4,0.324
T00815,M0009,OP0018,ST004,Material Loading,COMPLETED,2025-09-05 14:09:00,2025-09-05 15:39:48,387.4,tons,90.8,121.2,0.749
T00816,M0010,OP0033,ST012,Hauling,COMPLETED,2025-05-20 13:34:00,2025-05-21 00:28:36,2181.3,tons,654.6,1311.0,0.499
T00817,M0007,OP0023,ST012,Soil Compaction,COMPLETED,2025-07-17 11:22:00,2025-07-17 15:37:30,5458.2,m2,255.5,286.5,0.892
T00818,M0008,OP0043,ST008,Trenching,COMPLETED,2025-09-02 08:54:00,2025-09-02 10:55:36,250.0,m,121.6,187.7,0.648
T00819,M0033,OP0045,ST001,Grading,SCHEDULED,2025-08-21 08:21:00,2025-08-21 12:08:54,3791.7,m2,227.9,,
T00820,M0013,OP0047,ST007,Trenching,IN_PROGRESS,2025-03-01 15:47:00,2025-03-01 19:34:24,440.9,m,227.4,93.6,
T00821,M0036,OP0054,ST006,Demolition,COMPLETED,2025-08-17 07:55:00,2025-08-17 11:41:54,556.0,m3,226.9,218.4,1.039
T00822,M0037,OP0029,ST005,Road Preparation,SCHEDULED,2025-02-06 09:55:00,2025-02-06 13:36:00,2298.5,m2,221.0,,
T00823,M0037,OP0025,ST005,Soil Compaction,COMPLETED,2025-02-22 07:41:00,2025-02-22 09:58:12,3745.3,m2,137.2,211.8,0.648
T00824,M0031,OP0050,ST002,Material Loading,DELAYED,2025-01-14 07:14:00,2025-01-14 09:49:30,763.9,tons,155.5,263.3,
T00825,M0015,OP0008,ST001,Trenching,IN_PROGRESS,2025-09-16 09:14:00,2025-09-16 11:16:48,161.6,m,122.8,55.8,
T00826,M0026,OP0043,ST015,Road Preparation,COMPLETED,2025-01-18 11:18:00,2025-01-18 11:48:42,498.0,m2,30.7,31.9,0.962
T00827,M0028,OP0048,ST012,Material Loading,IN_PROGRESS,2025-08-08 06:11:00,2025-08-08 14:04:18,2013.2,tons,473.3,200.7,
T00828,M0025,OP0010,ST011,Grading,COMPLETED,2025-04-20 12:35:00,2025-04-20 21:47:00,5756.5,m2,552.0,749.5,0.736
T00829,M0042,OP0034,ST011,Road Preparation,COMPLETED,2025-01-09 12:03:00,2025-01-09 19:01:30,5726.5,m2,418.5,485.8,0.861
T00830,M0034,OP0013,ST014,Material Loading,IN_PROGRESS,2025-05-03 09:15:00,2025-05-03 19:22:18,2456.8,tons,607.3,388.3,
T00831,M0008,OP0046,ST008,Soil Compaction,COMPLETED,2025-03-04 15:39:00,2025-03-04 16:15:18,482.0,m2,36.3,61.3,0.592
T00832,M0038,OP0004,ST004,Demolition,CANCELLED,2025-06-08 12:04:00,2025-06-08 18:48:24,1142.8,m3,404.4,,
T00833,M0001,OP0015,ST007,Material Loading,SCHEDULED,2025-07-23 14:45:00,2025-07-24 00:08:30,1763.9,tons,563.5,,
T00834,M0033,OP0008,ST001,Road Preparation,DELAYED,2025-07-03 06:46:00,2025-07-03 09:08:00,1511.0,m2,142.0,305.1,
T00835,M0039,OP0015,ST003,Material Loading,DELAYED,2025-05-24 14:07:00,2025-05-24 20:44:36,1229.6,tons,397.6,367.8,
T00836,M0022,OP0004,ST002,Grading,COMPLETED,2025-01-21 12:31:00,2025-01-21 16:04:36,2602.5,m2,213.6,199.3,1.072
T00837,M0015,OP0052,ST001,Demolition,IN_PROGRESS,2025-05-20 12:14:00,2025-05-20 13:25:36,143.8,m3,71.6,52.8,
T00838,M0041,OP0004,ST008,Material Stockpiling,COMPLETED,2025-05-05 09:24:00,2025-05-05 16:27:06,1099.8,tons,423.1,712.1,0.594
T00839,M0011,OP0042,ST003,Demolition,SCHEDULED,2025-02-18 12:55:00,2025-02-18 16:32:00,292.9,m3,217.0,,
T00840,M0009,OP0028,ST004,Demolition,CANCELLED,2025-07-07 15:12:00,2025-07-07 19:46:06,698.2,m3,274.1,,
T00841,M0031,OP0025,ST002,Road Preparation,IN_PROGRESS,2025-01-18 10:03:00,2025-01-18 17:12:12,3209.1,m2,429.2,209.4,
T00842,M0008,OP0016,ST008,Trenching,COMPLETED,2025-08-04 14:16:00,2025-08-04 21:45:18,597.5,m,449.3,555.3,0.809
T00843,M0011,OP0053,ST003,Demolition,DELAYED,2025-08-21 12:21:00,2025-08-21 16:32:30,380.0,m3,251.5,395.9,
T00844,M0025,OP0019,ST011,Soil Compaction,COMPLETED,2025-08-27 11:41:00,2025-08-27 18:51:54,4506.2,m2,430.9,501.9,0.859
T00845,M0002,OP0021,ST007,Material Stockpiling,COMPLETED,2025-08-15 12:57:00,2025-08-15 16:14:42,948.3,tons,197.7,316.9,0.624
T00846,M0040,OP0055,ST002,Material Stockpiling,COMPLETED,2025-06-19 07:52:00,2025-06-19 12:10:12,1180.1,tons,258.2,454.4,0.568
T00847,M0016,OP0008,ST006,Road Preparation,COMPLETED,2025-03-18 11:21:00,2025-03-18 14:45:18,2166.2,m2,204.3,238.2,0.858
T00848,M0013,OP0009,ST007,Material Loading,SCHEDULED,2025-02-03 08:33:00,2025-02-03 17:53:06,985.4,tons,560.1,,
T00849,M0042,OP0023,ST011,Grading,CANCELLED,2025-08-22 13:31:00,2025-08-22 20:20:06,3061.4,m2,409.1,,
T00850,M0020,OP0019,ST015,Trenching,SCHEDULED,2025-05-21 13:22:00,2025-05-21 20:03:30,523.6,m,401.5,,
